Name	Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
SAMN15957583	NA	SAMN15957583.contig00007	143383	144876	+	lsa(A)	ABC-F type ribosomal protection protein Lsa(A)	core	AMR	AMR	LINCOSAMIDE/STREPTOGRAMIN	LINCOSAMIDE/STREPTOGRAMIN	BLASTX	498	498	100.00	99.00	498	WP_002365053.1	ABC-F type ribosomal protection protein Lsa(A)	NA	NA
SAMN15957584	NA	SAMN15957584.contig00006	8669	10042	-	tet(L)	tetracycline efflux MFS transporter Tet(L)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	458	458	100.00	100.00	458	WP_001574277.1	tetracycline efflux MFS transporter Tet(L)	NA	NA
SAMN15957584	NA	SAMN15957584.contig00006	11143	12153	-	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALX	337	639	52.74	100.00	337	WP_001574275.1	tetracycline resistance ribosomal protection protein Tet(M)	NA	NA
SAMN15957584	NA	SAMN15957584.contig00009	72187	73680	+	lsa(A)	ABC-F type ribosomal protection protein Lsa(A)	core	AMR	AMR	LINCOSAMIDE/STREPTOGRAMIN	LINCOSAMIDE/STREPTOGRAMIN	BLASTX	498	498	100.00	99.60	498	WP_002387187.1	ABC-F type ribosomal protection protein Lsa(A)	NA	NA
SAMN15957584	NA	SAMN15957584.contig00036	262	744	+	lnu(A)	lincosamide nucleotidyltransferase Lnu(A)	core	AMR	AMR	LINCOSAMIDE	LINCOSAMIDE	BLASTX	161	161	100.00	99.38	161	WP_032491106.1	lincosamide nucleotidyltransferase Lnu(A)	NA	NA
SAMN15957585	NA	SAMN15957585.contig00004	76225	77718	+	lsa(A)	ABC-F type ribosomal protection protein Lsa(A)	core	AMR	AMR	LINCOSAMIDE/STREPTOGRAMIN	LINCOSAMIDE/STREPTOGRAMIN	BLASTX	498	498	100.00	99.40	498	WP_002387187.1	ABC-F type ribosomal protection protein Lsa(A)	NA	NA
SAMN15957585	NA	SAMN15957585.contig00013	13445	14179	-	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	core	AMR	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	EXACTX	245	245	100.00	100.00	245	WP_001038790.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	NA	NA
SAMN15957585	NA	SAMN15957585.contig00013	15966	16460	-	dfrG	trimethoprim-resistant dihydrofolate reductase DfrG	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	BLASTX	165	165	100.00	99.39	165	WP_000868795.1	trimethoprim-resistant dihydrofolate reductase DfrG	NA	NA
SAMN15957585	NA	SAMN15957585.contig00016	12473	13846	-	tet(L)	tetracycline efflux MFS transporter Tet(L)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	458	458	100.00	100.00	458	WP_001574277.1	tetracycline efflux MFS transporter Tet(L)	NA	NA
SAMN15957585	NA	SAMN15957585.contig00016	14043	15959	-	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	639	639	100.00	100.00	639	WP_001574275.1	tetracycline resistance ribosomal protection protein Tet(M)	NA	NA
SAMN15957586	NA	SAMN15957586.contig00004	204609	205154	+	aac(6')-I	aminoglycoside 6'-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	EXACTX	182	182	100.00	100.00	182	WP_002293989.1	aminoglycoside 6'-N-acetyltransferase	NA	NA
SAMN15957586	NA	SAMN15957586.contig00006	76873	78348	+	msr(C)	ABC-F type ribosomal protection protein Msr(C)	core	AMR	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B/TYLOSIN	BLASTX	492	492	100.00	98.78	492	WP_063854349.1	ABC-F type ribosomal protection protein Msr(C)	NA	NA
SAMN15957587	NA	SAMN15957587.contig00003	72187	73680	+	lsa(A)	ABC-F type ribosomal protection protein Lsa(A)	core	AMR	AMR	LINCOSAMIDE/STREPTOGRAMIN	LINCOSAMIDE/STREPTOGRAMIN	BLASTX	498	498	100.00	99.60	498	WP_002387187.1	ABC-F type ribosomal protection protein Lsa(A)	NA	NA
SAMN15957587	NA	SAMN15957587.contig00006	208760	209770	+	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALX	337	639	52.74	100.00	337	WP_001574275.1	tetracycline resistance ribosomal protection protein Tet(M)	NA	NA
SAMN15957587	NA	SAMN15957587.contig00006	210871	212244	+	tet(L)	tetracycline efflux MFS transporter Tet(L)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	458	458	100.00	100.00	458	WP_001574277.1	tetracycline efflux MFS transporter Tet(L)	NA	NA
SAMN15957587	NA	SAMN15957587.contig00036	262	744	+	lnu(A)	lincosamide nucleotidyltransferase Lnu(A)	core	AMR	AMR	LINCOSAMIDE	LINCOSAMIDE	BLASTX	161	161	100.00	99.38	161	WP_032491106.1	lincosamide nucleotidyltransferase Lnu(A)	NA	NA
SAMN15957588	NA	SAMN15957588.contig00013	65466	66011	-	aac(6')-I	aminoglycoside 6'-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	EXACTX	182	182	100.00	100.00	182	WP_002293989.1	aminoglycoside 6'-N-acetyltransferase	NA	NA
SAMN15957588	NA	SAMN15957588.contig00022	34375	35850	-	msr(C)	ABC-F type ribosomal protection protein Msr(C)	core	AMR	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B/TYLOSIN	BLASTX	492	492	100.00	98.98	492	WP_063854349.1	ABC-F type ribosomal protection protein Msr(C)	NA	NA
SAMN15957589	NA	SAMN15957589.contig00007	66768	68261	-	lsa(A)	ABC-F type ribosomal protection protein Lsa(A)	core	AMR	AMR	LINCOSAMIDE/STREPTOGRAMIN	LINCOSAMIDE/STREPTOGRAMIN	BLASTX	498	498	100.00	99.00	498	WP_002387187.1	ABC-F type ribosomal protection protein Lsa(A)	NA	NA
SAMN15957589	NA	SAMN15957589.contig00018	460	1251	+	aph(3')-IIIa	aminoglycoside O-phosphotransferase APH(3')-IIIa	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	EXACTX	264	264	100.00	100.00	264	WP_001096887.1	aminoglycoside O-phosphotransferase APH(3')-IIIa	NA	NA
SAMN15957589	NA	SAMN15957589.contig00018	2004	2738	+	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	core	AMR	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	EXACTX	245	245	100.00	100.00	245	WP_001038790.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	NA	NA
SAMN15957589	NA	SAMN15957589.contig00018	15329	16702	-	tet(L)	tetracycline efflux MFS transporter Tet(L)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	458	458	100.00	100.00	458	WP_001574277.1	tetracycline efflux MFS transporter Tet(L)	NA	NA
SAMN15957589	NA	SAMN15957589.contig00018	16899	18815	-	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	639	639	100.00	100.00	639	WP_001574275.1	tetracycline resistance ribosomal protection protein Tet(M)	NA	NA
SAMN15957589	NA	SAMN15957589.contig00035	3	740	-	str	streptomycin adenylyltransferase Str	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	PARTIAL_CONTIG_ENDX	246	282	87.23	100.00	246	WP_001258486.1	streptomycin adenylyltransferase Str	NA	NA
SAMN15957590	NA	SAMN15957590.contig00006	8883	10256	-	tet(L)	tetracycline efflux MFS transporter Tet(L)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	458	458	100.00	100.00	458	WP_001574277.1	tetracycline efflux MFS transporter Tet(L)	NA	NA
SAMN15957590	NA	SAMN15957590.contig00006	10453	12369	-	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	639	639	100.00	100.00	639	WP_001574275.1	tetracycline resistance ribosomal protection protein Tet(M)	NA	NA
SAMN15957590	NA	SAMN15957590.contig00013	72725	74218	+	lsa(A)	ABC-F type ribosomal protection protein Lsa(A)	core	AMR	AMR	LINCOSAMIDE/STREPTOGRAMIN	LINCOSAMIDE/STREPTOGRAMIN	BLASTX	498	498	100.00	99.60	498	WP_002387187.1	ABC-F type ribosomal protection protein Lsa(A)	NA	NA
SAMN15957590	NA	SAMN15957590.contig00039	1121	1603	-	lnu(A)	lincosamide nucleotidyltransferase Lnu(A)	core	AMR	AMR	LINCOSAMIDE	LINCOSAMIDE	BLASTX	161	161	100.00	99.38	161	WP_032491106.1	lincosamide nucleotidyltransferase Lnu(A)	NA	NA
SAMN15957591	NA	SAMN15957591.contig00003	72187	73680	+	lsa(A)	ABC-F type ribosomal protection protein Lsa(A)	core	AMR	AMR	LINCOSAMIDE/STREPTOGRAMIN	LINCOSAMIDE/STREPTOGRAMIN	BLASTX	498	498	100.00	99.60	498	WP_002387187.1	ABC-F type ribosomal protection protein Lsa(A)	NA	NA
SAMN15957591	NA	SAMN15957591.contig00006	208760	210676	+	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	639	639	100.00	100.00	639	WP_001574275.1	tetracycline resistance ribosomal protection protein Tet(M)	NA	NA
SAMN15957591	NA	SAMN15957591.contig00006	210873	212246	+	tet(L)	tetracycline efflux MFS transporter Tet(L)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	458	458	100.00	100.00	458	WP_001574277.1	tetracycline efflux MFS transporter Tet(L)	NA	NA
SAMN15957591	NA	SAMN15957591.contig00036	262	744	+	lnu(A)	lincosamide nucleotidyltransferase Lnu(A)	core	AMR	AMR	LINCOSAMIDE	LINCOSAMIDE	BLASTX	161	161	100.00	99.38	161	WP_032491106.1	lincosamide nucleotidyltransferase Lnu(A)	NA	NA
SAMN15957592	NA	SAMN15957592.contig00005	100289	101782	+	lsa(A)	ABC-F type ribosomal protection protein Lsa(A)	core	AMR	AMR	LINCOSAMIDE/STREPTOGRAMIN	LINCOSAMIDE/STREPTOGRAMIN	BLASTX	498	498	100.00	99.40	498	WP_002365053.1	ABC-F type ribosomal protection protein Lsa(A)	NA	NA
SAMN15957592	NA	SAMN15957592.contig00019	15692	17608	+	tet(O)	tetracycline resistance ribosomal protection protein Tet(O)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	639	639	100.00	99.84	639	WP_012669445.1	tetracycline resistance ribosomal protection protein Tet(O)	NA	NA
SAMN15957593	NA	SAMN15957593.contig00004	173510	175003	-	lsa(A)	ABC-F type ribosomal protection protein Lsa(A)	core	AMR	AMR	LINCOSAMIDE/STREPTOGRAMIN	LINCOSAMIDE/STREPTOGRAMIN	BLASTX	498	498	100.00	99.60	498	WP_002387187.1	ABC-F type ribosomal protection protein Lsa(A)	NA	NA
SAMN15957593	NA	SAMN15957593.contig00007	208760	209770	+	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALX	337	639	52.74	100.00	337	WP_001574275.1	tetracycline resistance ribosomal protection protein Tet(M)	NA	NA
SAMN15957593	NA	SAMN15957593.contig00007	210871	212244	+	tet(L)	tetracycline efflux MFS transporter Tet(L)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	458	458	100.00	100.00	458	WP_001574277.1	tetracycline efflux MFS transporter Tet(L)	NA	NA
SAMN15957593	NA	SAMN15957593.contig00035	262	744	+	lnu(A)	lincosamide nucleotidyltransferase Lnu(A)	core	AMR	AMR	LINCOSAMIDE	LINCOSAMIDE	BLASTX	161	161	100.00	99.38	161	WP_032491106.1	lincosamide nucleotidyltransferase Lnu(A)	NA	NA
SAMN15957594	NA	SAMN15957594.contig00001	225200	227659	-	parC_S80I	Enterococcus faecalis quinolone resistant ParC	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	820	820	100.00	99.76	820	WP_002371880.1	DNA topoisomerase IV subunit A ParC	NA	NA
SAMN15957594	NA	SAMN15957594.contig00005	205163	207661	-	gyrA_S83I	Enterococcus faecalis quinolone resistant GyrA	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	833	833	100.00	99.64	833	WP_033785346.1	DNA gyrase subunit A GyrA	NA	NA
SAMN15957594	NA	SAMN15957594.contig00007	37643	39136	-	lsa(A)	ABC-F type ribosomal protection protein Lsa(A)	core	AMR	AMR	LINCOSAMIDE/STREPTOGRAMIN	LINCOSAMIDE/STREPTOGRAMIN	BLASTX	498	498	100.00	99.20	498	WP_002365053.1	ABC-F type ribosomal protection protein Lsa(A)	NA	NA
SAMN15957594	NA	SAMN15957594.contig00023	12124	14040	+	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	639	639	100.00	100.00	639	WP_000691736.1	tetracycline resistance ribosomal protection protein Tet(M)	NA	NA
SAMN15957595	NA	SAMN15957595.contig00001	294597	297056	-	parC_S80I	Enterococcus faecalis quinolone resistant ParC	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	820	820	100.00	99.76	820	WP_002371880.1	DNA topoisomerase IV subunit A ParC	NA	NA
SAMN15957595	NA	SAMN15957595.contig00002	324137	326053	-	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	639	639	100.00	100.00	639	WP_000691736.1	tetracycline resistance ribosomal protection protein Tet(M)	NA	NA
SAMN15957595	NA	SAMN15957595.contig00005	204868	207366	-	gyrA_S83I	Enterococcus faecalis quinolone resistant GyrA	core	AMR	POINT	QUINOLONE	QUINOLONE	POINTX	833	833	100.00	99.64	833	WP_033785346.1	DNA gyrase subunit A GyrA	NA	NA
SAMN15957595	NA	SAMN15957595.contig00007	37643	39136	-	lsa(A)	ABC-F type ribosomal protection protein Lsa(A)	core	AMR	AMR	LINCOSAMIDE/STREPTOGRAMIN	LINCOSAMIDE/STREPTOGRAMIN	BLASTX	498	498	100.00	99.20	498	WP_002365053.1	ABC-F type ribosomal protection protein Lsa(A)	NA	NA
SAMN15957595	NA	SAMN15957595.contig00022	445	1179	-	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	core	AMR	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	EXACTX	245	245	100.00	100.00	245	WP_001038790.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	NA	NA
SAMN15957596	NA	SAMN15957596.contig00003	75728	77644	+	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	639	639	100.00	100.00	639	WP_000691749.1	tetracycline resistance ribosomal protection protein Tet(M)	NA	NA
SAMN15957596	NA	SAMN15957596.contig00009	37605	39098	-	lsa(A)	ABC-F type ribosomal protection protein Lsa(A)	core	AMR	AMR	LINCOSAMIDE/STREPTOGRAMIN	LINCOSAMIDE/STREPTOGRAMIN	BLASTX	498	498	100.00	99.60	498	WP_002398829.1	ABC-F type ribosomal protection protein Lsa(A)	NA	NA
SAMN15957597	NA	SAMN15957597.contig00002	317647	319140	-	lsa(A)	ABC-F type ribosomal protection protein Lsa(A)	core	AMR	AMR	LINCOSAMIDE/STREPTOGRAMIN	LINCOSAMIDE/STREPTOGRAMIN	BLASTX	498	498	100.00	99.40	498	WP_002387187.1	ABC-F type ribosomal protection protein Lsa(A)	NA	NA
SAMN15957597	NA	SAMN15957597.contig00014	13445	14179	-	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	core	AMR	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	EXACTX	245	245	100.00	100.00	245	WP_001038790.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	NA	NA
SAMN15957597	NA	SAMN15957597.contig00014	15966	16460	-	dfrG	trimethoprim-resistant dihydrofolate reductase DfrG	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	BLASTX	165	165	100.00	99.39	165	WP_000868795.1	trimethoprim-resistant dihydrofolate reductase DfrG	NA	NA
SAMN15957597	NA	SAMN15957597.contig00019	432	2348	+	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	639	639	100.00	100.00	639	WP_001574275.1	tetracycline resistance ribosomal protection protein Tet(M)	NA	NA
SAMN15957597	NA	SAMN15957597.contig00019	2545	3918	+	tet(L)	tetracycline efflux MFS transporter Tet(L)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	458	458	100.00	100.00	458	WP_001574277.1	tetracycline efflux MFS transporter Tet(L)	NA	NA
SAMN15957598	NA	SAMN15957598.contig00003	317647	319140	-	lsa(A)	ABC-F type ribosomal protection protein Lsa(A)	core	AMR	AMR	LINCOSAMIDE/STREPTOGRAMIN	LINCOSAMIDE/STREPTOGRAMIN	BLASTX	498	498	100.00	99.40	498	WP_002387187.1	ABC-F type ribosomal protection protein Lsa(A)	NA	NA
SAMN15957598	NA	SAMN15957598.contig00014	13445	14179	-	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	core	AMR	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	EXACTX	245	245	100.00	100.00	245	WP_001038790.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	NA	NA
SAMN15957598	NA	SAMN15957598.contig00014	15966	16460	-	dfrG	trimethoprim-resistant dihydrofolate reductase DfrG	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	BLASTX	165	165	100.00	99.39	165	WP_000868795.1	trimethoprim-resistant dihydrofolate reductase DfrG	NA	NA
SAMN15957598	NA	SAMN15957598.contig00019	432	2348	+	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	639	639	100.00	100.00	639	WP_001574275.1	tetracycline resistance ribosomal protection protein Tet(M)	NA	NA
SAMN15957598	NA	SAMN15957598.contig00019	2545	3918	+	tet(L)	tetracycline efflux MFS transporter Tet(L)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	458	458	100.00	100.00	458	WP_001574277.1	tetracycline efflux MFS transporter Tet(L)	NA	NA
SAMN15957599	NA	SAMN15957599.contig00023	24099	24644	-	aac(6')-I	aminoglycoside 6'-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	EXACTX	182	182	100.00	100.00	182	WP_002293989.1	aminoglycoside 6'-N-acetyltransferase	NA	NA
SAMN15957599	NA	SAMN15957599.contig00035	3239	4474	+	msr(C)	ABC-F type ribosomal protection protein Msr(C)	core	AMR	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B/TYLOSIN	PARTIALX	412	492	83.74	97.57	412	WP_063854349.1	ABC-F type ribosomal protection protein Msr(C)	NA	NA
SAMN15957599	NA	SAMN15957599.contig00068	1	1581	+	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIAL_CONTIG_ENDX	527	639	82.47	98.67	527	WP_063856394.1	tetracycline resistance ribosomal protection protein Tet(M)	NA	NA
SAMN15957599	NA	SAMN15957599.contig00068	1783	3156	+	tet(L)	tetracycline efflux MFS transporter Tet(L)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	458	458	100.00	100.00	458	WP_001574277.1	tetracycline efflux MFS transporter Tet(L)	NA	NA
SAMN15957599	NA	SAMN15957599.contig00068	8055	9635	-	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIAL_CONTIG_ENDX	527	639	82.47	99.81	527	WP_000691727.1	tetracycline resistance ribosomal protection protein Tet(M)	NA	NA
SAMN15957599	NA	SAMN15957599.contig00078	7434	7928	-	dfrG	trimethoprim-resistant dihydrofolate reductase DfrG	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	165	165	100.00	100.00	165	WP_000868795.1	trimethoprim-resistant dihydrofolate reductase DfrG	NA	NA
SAMN15957599	NA	SAMN15957599.contig00081	5665	6456	-	aph(3')-IIIa	aminoglycoside O-phosphotransferase APH(3')-IIIa	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN	EXACTX	264	264	100.00	100.00	264	WP_001096887.1	aminoglycoside O-phosphotransferase APH(3')-IIIa	NA	NA
SAMN15957599	NA	SAMN15957599.contig00081	6552	6998	-	sat4	streptothricin N-acetyltransferase Sat4	core	AMR	AMR	STREPTOTHRICIN	STREPTOTHRICIN	PARTIAL_CONTIG_ENDX	149	180	82.78	100.00	149	WP_000627290.1	streptothricin N-acetyltransferase Sat4	NA	NA
SAMN15957599	NA	SAMN15957599.contig00082	5227	5961	+	erm(B)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	core	AMR	AMR	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	EXACTX	245	245	100.00	100.00	245	WP_002292226.1	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B)	NA	NA
SAMN15957599	NA	SAMN15957599.contig00091	3009	3809	-	lnu(B)	lincosamide nucleotidyltransferase Lnu(B)	core	AMR	AMR	LINCOSAMIDE	LINCOSAMIDE	BLASTX	267	267	100.00	99.63	267	WP_002294514.1	lincosamide nucleotidyltransferase Lnu(B)	NA	NA
SAMN15957599	NA	SAMN15957599.contig00093	113	901	+	spw	ANT(9) family aminoglycoside nucleotidyltransferase Spw	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	BLASTX	263	269	97.77	100.00	263	WP_002294509.1	ANT(9) family aminoglycoside nucleotidyltransferase Spw	NA	NA
SAMN15957599	NA	SAMN15957599.contig00093	2971	4095	+	lsa(E)	ABC-F type ribosomal protection protein Lsa(E)	core	AMR	AMR	LINCOSAMIDE/STREPTOGRAMIN	LINCOSAMIDE/STREPTOGRAMIN	PARTIALX	375	494	75.91	100.00	375	WP_002294513.1	ABC-F type ribosomal protection protein Lsa(E)	NA	NA
SAMN15957599	NA	SAMN15957599.contig00141	2	613	-	ant(6)-Ia	aminoglycoside nucleotidyltransferase ANT(6)-Ia	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	PARTIAL_CONTIG_ENDX	204	302	67.55	99.51	204	WP_001255866.1	aminoglycoside nucleotidyltransferase ANT(6)-Ia	NA	NA
SAMN15957599	NA	SAMN15957599.contig00142	2	613	-	ant(6)-Ia	aminoglycoside nucleotidyltransferase ANT(6)-Ia	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	PARTIAL_CONTIG_ENDX	204	302	67.55	95.10	204	WP_001255864.1	aminoglycoside nucleotidyltransferase ANT(6)-Ia	NA	NA
SAMN15957600	NA	SAMN15957600.contig00003	194385	194930	+	aac(6')-I	aminoglycoside 6'-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	EXACTX	182	182	100.00	100.00	182	WP_002293989.1	aminoglycoside 6'-N-acetyltransferase	NA	NA
SAMN15957600	NA	SAMN15957600.contig00005	80621	82096	-	msr(C)	ABC-F type ribosomal protection protein Msr(C)	core	AMR	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B/TYLOSIN	BLASTX	492	492	100.00	98.37	492	WP_063854349.1	ABC-F type ribosomal protection protein Msr(C)	NA	NA
SAMN15957601	NA	SAMN15957601.contig00024	6733	7533	+	lnu(G)	lincosamide nucleotidyltransferase Lnu(G)	core	AMR	AMR	LINCOSAMIDE	LINCOSAMIDE	EXACTX	267	267	100.00	100.00	267	WP_002333496.1	lincosamide nucleotidyltransferase Lnu(G)	NA	NA
SAMN15957601	NA	SAMN15957601.contig00031	3493	4968	+	msr(C)	ABC-F type ribosomal protection protein Msr(C)	core	AMR	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B/TYLOSIN	BLASTX	492	492	100.00	98.17	492	WP_063854349.1	ABC-F type ribosomal protection protein Msr(C)	NA	NA
SAMN15957601	NA	SAMN15957601.contig00033	11804	12349	-	aac(6')-I	aminoglycoside 6'-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	EXACTX	182	182	100.00	100.00	182	WP_002293989.1	aminoglycoside 6'-N-acetyltransferase	NA	NA
SAMN15957601	NA	SAMN15957601.contig00070	7756	9129	-	tet(L)	tetracycline efflux MFS transporter Tet(L)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	458	458	100.00	99.78	458	WP_002294500.1	tetracycline efflux MFS transporter Tet(L)	NA	NA
SAMN15957601	NA	SAMN15957601.contig00070	9331	10869	-	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIAL_CONTIG_ENDX	513	639	80.28	97.66	513	WP_011860841.1	tetracycline resistance ribosomal protection protein Tet(M)	NA	NA
SAMN15957601	NA	SAMN15957601.contig00140	867	2405	-	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIAL_CONTIG_ENDX	513	639	80.28	100.00	513	WP_000691749.1	tetracycline resistance ribosomal protection protein Tet(M)	NA	NA
SAMN15957602	NA	SAMN15957602.contig00014	13473	14018	+	aac(6')-I	aminoglycoside 6'-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	EXACTX	182	182	100.00	100.00	182	WP_002293989.1	aminoglycoside 6'-N-acetyltransferase	NA	NA
SAMN15957602	NA	SAMN15957602.contig00023	3306	4781	+	msr(C)	ABC-F type ribosomal protection protein Msr(C)	core	AMR	AMR	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B/TYLOSIN	BLASTX	492	492	100.00	98.98	492	WP_063854349.1	ABC-F type ribosomal protection protein Msr(C)	NA	NA
SAMN15957603	NA	SAMN15957603.contig00008	13784	14329	+	aac(6')-I	aminoglycoside 6'-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	BLASTX	182	182	100.00	99.45	182	WP_002293989.1	aminoglycoside 6'-N-acetyltransferase	NA	NA
